"","sample","shape","BetaSigma","Ra","Rq","Rv","Rp","Rx","Rsk","Rku","RzJIS"
"1","11352",1,20,1.50239416041788,1.99776521750171,8.48528137423857,9.89949493661167,18.3847763108502,0.334499913056553,4.18341475422416,16.8915505848911
"2","11352",2,20,1.52170166500339,2.01030313587133,7.77817459305202,7.77817459305202,15.556349186104,0.366683469973786,3.69111111671118,14.2741646452889
"3","11352",3,20,1.50776845445298,1.98573697812299,7.77817459305202,7.89792553287076,15.6761001259228,0.122986632125088,3.89372904754426,14.8100048860141
"4","11352",4,20,1.40186016879625,1.88451581256256,8.4076155953992,8.04984471899924,16.4574603143984,0.204411931554496,4.91789619486636,15.0278041543274
"5","11352",5,20,1.1281725384521,1.45359594352089,3.83976825143382,4.76357943232217,8.60334768375599,0.686382696195687,3.20613600542291,7.50178476746054
"6","11352",6,20,1.34277971810949,1.79682797267746,4.47213595499958,6.26099033699941,10.733126291999,0.591540582529326,3.78403447717063,10.1045231570944
"7","11352",7,20,1.18212921071218,1.48659845752203,4.43760156980182,4.12417865247401,8.56178022227582,-0.0696522525285115,2.75442483827213,7.50662608850665
"8","11352",8,20,0.998401621397771,1.29055583244893,2.71163072273319,4.47213595499958,7.18376667773277,0.772930721657427,3.236233460523,6.36945189567756
"9","11352",9,20,1.14832406867829,1.44958186266891,3.83081704544454,4.32606073050802,8.15687777595256,0.565611733335816,2.80029490740539,7.15354840458111
"10","11352",10,20,1.06462397437716,1.47616444798255,4.65948164829196,5.09786575873842,9.75734740703038,0.204321897420027,4.05041314583679,8.38990043708589
"11","11352",11,20,1.18602418584219,1.59713888141069,2.52982212813469,4.73359235166317,7.26341447979785,1.37492791699893,3.71740344406789,6.83234713897623
